,Unnamed: 0,User review,Review date,Star review,Text length,Has media,Has answer,Written by bot
34,34.0,['отлично'],2024-10-03,5,7,0,0,0
35,35.0,"['ткань', 'приятная.фасон']",2024-10-03,5,33,0,0,0
36,36.0,"['очень', 'красивый', 'голубой', 'цвет', 'каяественный', 'аккуратный', 'пошив', 'рекомендовать']",2024-10-03,5,72,0,0,0
37,37.0,"['куртка', 'вид', 'хороший', 'качество', 'наполнитель', 'спускаться', 'вниз', 'оставаться', 'пустой', 'пространство', 'знать', 'носка']",2024-10-03,5,126,0,0,0
38,38.0,"['есть', 'вещь', 'который', 'влюбляться', 'первый', 'взгляд', 'тот', 'самый', 'случай', 'очень', 'переживать', 'сесть', 'мой', 'тушить', 'смотреться', 'отлично', 'на', 'зима', 'подойти', 'на', 'осень', 'весна', 'самый', 'размер', 'соответствовать', 'куртка', 'суперскай', 'к', 'слово', 'смотреться', 'отлично', 'джинсы', 'спортивный', 'штаны', 'по', 'посадка', 'видно', 'это', 'куртка', 'больший', '...', 'читать', 'полностью']",2024-10-04,5,374,0,0,0
39,39.0,"['хороший', 'куртка', 'демисезонка', 'честно', 'говорить', '3200', '-дороговатый', '.забрало', 'время', 'искать', 'нужный', 'срочно', 'брать', 'свой', 'слово', 'назад', 'куртка', 'стоить', 'свой', 'деньга', 'лёгкий', 'стильный', 'качественный', 'лишний']",2024-10-09,5,236,1,0,0
40,40.0,"['классный', 'куртка', 'второй', 'сезон', 'носить', 'нарекание']",2024-10-02,5,50,1,0,0
41,41.0,"['очень', 'лёгкий', 'удобный']",2024-10-02,5,22,0,0,0
42,42.0,"['отличный', 'тёплый', 'лёгкий', 'цвет', 'размер', 'соответствовать']",2024-10-01,5,53,0,0,0
43,43.0,"['взять', 'размер', 'маленький', 'всё', 'отлично']",2024-10-01,5,36,0,0,0
44,44.0,"['упаковать', 'просто', 'пакет', 'думать', 'верхний', 'одежда', 'паковать', 'коробка', 'очень', 'сильно', 'помятый', 'отпарить', 'труд', 'за', 'небольшой', 'деньга', 'наверное', 'нормально', 'наполнитель', 'неравномерно', 'распределить', 'скорый', 'упасть', 'вниз', 'врядлить', 'пережить', 'стирка', 'чистка', 'взять', 'несколько', 'надеть', 'думать', 'прежде', 'заказывать', 'дёшево', 'шить', 'профессионал', '...', 'читать', 'полностью']",2024-10-01,1,373,0,0,0
45,45.0,"['лёгкий', 'красивый']",2024-09-30,5,15,0,0,0
46,46.0,"['общий', 'впечатление-', 'красивый', 'удобный', 'купить', 'хотьба', 'лыжа', 'тонковатый', 'зима', 'надеть', 'тёплый', 'свитер', 'носить', '50-52', 'размер', 'куртка', '50', 'размер', 'оказаться', 'свободный', 'тёплый', 'толстый', 'свитер', 'вполне', 'поместиться']",2024-09-30,5,217,0,0,0
47,47.0,"['нормальный', 'прогулка']",2024-09-30,5,24,0,0,0
48,48.0,"['как', 'профессионал', 'швейный', 'дело', 'куртка', 'ткань', 'тонкая.ич', 'ощупь', 'приятный', 'качество', 'пошив', 'пять.капюшон', 'мелкий.приобретать']",2024-09-30,5,145,1,0,0
49,49.0,"['взять', 'размер', 'маленький', 'так', 'сильно', 'большемерить']",2024-09-29,5,46,0,0,0
50,50.0,"['всё', 'размер']",2024-09-29,5,14,0,0,0
51,51.0,"['на', 'свой', '44', 'взять', '42', '44', 'отлично']",2024-09-29,5,44,0,0,0
52,52.0,"['не', 'плохо', 'писать', 'осень', 'зима', 'осень', 'мягкий', 'лёгкий']",2024-09-29,5,69,0,0,0
53,53.0,"['удобный', 'качественный']",2024-09-28,5,20,0,0,0
54,54.0,"['курточка', 'понравиться', 'лёгкий', 'удобный', 'нитка', 'торчать', 'шов', 'ровный', '👍👍👍']",2024-09-28,5,75,0,0,0
55,55.0,"['прохладно', 'погода', 'прекрасно', '10', 'прохладно', 'проверить', 'очень', 'удобный']",2024-09-28,5,90,0,0,0
56,56.0,"['отличный', 'куртка', 'уже', 'ребёнок', 'носить']",2024-09-28,5,35,0,0,0
57,57.0,['хороший'],2024-09-27,5,7,0,0,0
58,58.0,"['лёгкий', 'тёплый', 'стильный']",2024-09-27,5,25,0,0,0
59,59.0,"['куртка', 'просто', 'супер', 'качественный', 'пух', 'весь', 'куртка', 'распределить', 'равномерно', 'спасибо', 'отличный', 'работа']",2024-09-27,5,105,0,0,0
60,60.0,"['куртка', 'отличный', 'очень', 'тёплый', 'сшить', 'идеально']",2024-09-27,5,46,0,0,0
61,61.0,"['куртка', 'классный', '50', 'размер', 'село', 'модель', 'пошив', 'фурнитура', 'идеально', 'понравиться', 'бегунок', 'молния', 'снизу', '’', 'ёмный', 'думать', 'носить', 'сильный', 'морозов', 'однозначно', 'рекомендовать', 'цена', 'качество', '👍👍']",2024-09-27,5,215,0,0,0
62,62.0,[],2024-09-26,5,1,0,0,0
63,63.0,"['носить', '52-54', 'целое', 'всё', 'понравиться', 'лёгкий', 'удобный']",2024-09-26,5,51,1,0,0
64,64.0,"['отличный', 'куртка', 'лёгкий', 'нитка', 'нигде', 'торчать']",2024-09-26,5,46,0,0,0
65,65.0,"['отличный', 'куртка', 'качество', 'хороший', 'рекомендовать', '👍', 'продавец', 'спасибо', '👍']",2024-09-26,5,64,0,0,0
66,66.0,"['куртка', 'просто', 'супер', 'лёгкий', 'тёплый', 'подойти', 'прохладный', 'осень', 'тёплый', 'зима']",2024-09-26,5,80,0,0,0
67,67.0,"['отличный', 'вещь', 'мягкий', 'приятный', 'ткань', 'рекомендовать']",2024-09-25,5,49,0,0,0
68,68.0,"['куртка', 'отличный']",2024-09-25,5,15,0,0,0
69,69.0,"['для', 'зима', 'подойти', 'на', 'осень-весна', '-5', 'самый']",2024-09-24,4,53,0,0,0
70,70.0,"['куртка', 'понравиться']",2024-09-24,5,18,0,0,0
71,71.0,['супер'],2024-09-23,5,5,1,0,0
72,72.0,"['девушка', 'довольный', 'лёгкий', 'воздушный', 'осень', 'тёплый']",2024-09-22,5,53,0,0,0
73,73.0,"['курт', 'лёгкий', 'симпатичный', 'понравиться']",2024-09-21,5,38,0,0,0
74,74.0,"['куртка', 'супер', 'найти', 'такой', 'белый', 'цвет', 'другой', 'продавец', 'купить', 'мой', 'параметр', 'ог-112', 'смотреть', 'об-114', 'смотреть', 'на', 'сидеть', 'оверсайза', 'спасибо']",2024-09-21,5,142,0,0,0
75,75.0,"['классный', 'куртка', 'весна-осень']",2024-09-19,5,30,0,0,0
76,76.0,"['хороший', 'курточка', 'дочка', 'понравиться']",2024-09-19,5,35,0,0,0
77,77.0,"['супер', 'куртка']",2024-09-18,5,12,0,0,0
78,78.0,"['хороший', 'куртка', 'тонковатый', 'кофта', 'зима', 'доходить', 'качество', 'соответствовать', 'цена', '42', 'размер', 'какраз', '46', 'дочь', 'оверсайза']",2024-09-17,5,130,0,0,0
79,79.0,"['много', 'перебрать', 'куртка', 'остановиться', 'ошибиться', 'спасибо', 'продавцу🤗он', 'воздушный', 'никакой', 'претензия', 'пошив', 'на', 'свой46р', 'заказать', '42р', 'получиться', 'лёгкий', 'оверсайза', 'место', 'толстовка', 'общий', 'довольна🤗🤗🤗🤗']",2024-09-16,5,225,0,0,0
80,80.0,"['ох', '......', 'я🔥🔥🔥🔥🔥🔥🔥']",2024-09-15,5,17,0,0,0
81,81.0,"['первый', 'впечатление', 'куртка', 'хороший', 'но', 'стирка', 'фурнитура', 'карман', 'окрасить', 'ткань', 'ржавчина', 'что', 'это', 'делать', 'непонятно']",2024-09-17,3,143,1,0,0
82,82.0,"['всё', 'отлично']",2024-09-15,5,12,0,0,0
83,83.0,"['классный', 'лёгкий', 'тёплый', 'качественная,44р', '44-46р', 'немного', 'свободный', 'небольшой', 'оверсайза', 'понравиться']",2024-09-14,5,111,0,0,0
84,84.0,"['куртка', 'первый', 'взгляд', 'хороший', 'аккуратно', 'пошить', 'плотный', 'лёгкий']",2024-09-13,5,72,0,0,0
85,85.0,"['куртка', 'отличный', 'размер', 'цвет', 'ткань', 'приятный', 'ощупь', 'рекомендовать', 'как', 'носиться', 'знать', 'стирка', 'носка', 'отписаться']",2024-09-13,5,130,0,0,0
86,86.0,"['достоинство', 'качество', 'пошив', 'очень', 'обрадовать']",2024-09-13,5,52,0,0,0
87,87.0,"['хороший', 'качество', 'рекомендовать']",2024-09-12,5,28,0,0,0
88,88.0,"['куртка', 'классный', 'прошить', 'для', 'девочка', 'подросток', '👍👍👍', 'дочка', 'довольна😉']",2024-09-12,5,86,0,0,0
89,89.0,"['лёгкий', 'удобный', 'красивая\U0001fa77соответствовать', 'размер', '👍']",2024-09-12,5,49,0,0,0
90,90.0,"['хороший', 'куртка']",2024-09-12,5,14,0,0,0
91,91.0,['👍👍👍👍👍'],2024-09-12,5,5,0,0,0
92,92.0,"['не', 'толстый', 'тонкий', 'на', 'ощупь', 'приятный', 'дышать', 'прочный', 'синтетик', 'ощущаться', 'на', '38', 'размер', 'подойти', 'идеально', 'для', 'занятие', 'активный', 'спорт', 'подходить', 'при', 'желание', 'сверху', 'подвернуть', 'сделать', 'пакистан', 'из', 'недостаток', 'туговатый', 'резинка', 'особенно', 'полный', 'нога']",2024-05-29,5,272,1,0,0
93,93.0,['👍'],2024-10-10,5,1,0,0,0
94,94.0,"['прекрасный', 'хлопковый', 'носка', 'резинка', 'первый', 'стирка', 'показаться', 'немного', 'туговатый', 'самый', 'относительно', 'тонкий']",2024-10-09,5,126,0,0,0
95,95.0,"['брать', 'первый', 'хороший', 'носка']",2024-10-09,5,34,0,0,0
96,96.0,"['больший', 'классный']",2024-10-07,5,20,0,0,0
97,97.0,"['отличный', 'товар']",2024-10-07,5,14,0,0,0
98,98.0,"['нога', 'ужасно', 'потеть', 'хотя', 'материал', 'вроде', 'натуральный']",2024-10-05,1,60,0,0,0
99,99.0,['пойти'],2024-10-05,5,6,0,0,0
100,100.0,['нормальный'],2024-10-05,5,10,0,0,0
101,101.0,"['очень', 'непрочный', 'маломерный']",2024-10-03,3,28,0,0,0
102,102.0,"['хороший', 'носка']",2024-10-01,5,13,0,0,0
103,103.0,['хороший'],2024-10-01,5,7,0,0,0
104,104.0,"['качество', '👍', 'насыщенный', 'цвет', '1', 'пара', '100', 'руб', '🔥']",2024-09-29,5,56,0,0,0
105,105.0,"['отличный', 'качество']",2024-09-29,5,17,0,0,0
106,106.0,['около'],2024-09-28,5,2,0,0,0
107,107.0,['положительный'],2024-09-27,5,13,0,0,0
108,108.0,"['хороший', 'носочек', 'довольна👍']",2024-09-27,5,26,0,0,0
109,109.0,['отлично'],2024-09-27,5,7,0,0,0
110,110.0,['👌✨'],2024-09-25,5,2,0,0,0
111,111.0,['👌✨'],2024-09-25,5,2,0,0,0
112,112.0,"['носка', 'классный']",2024-09-25,5,15,0,0,0
113,113.0,"['заказывать', 'сын', 'понравиться']",2024-09-23,5,28,0,0,0
114,114.0,"['отлично👍', 'плотный']",2024-09-23,5,16,0,0,0
115,115.0,"['качество', 'плохой', 'резинка', 'узкий', 'врезаться', 'тело']",2024-09-22,2,48,0,0,0
116,116.0,"['носка', 'муж', 'понравиться']",2024-09-21,5,22,0,0,0
117,117.0,"['на', 'нога', 'короче', 'фото']",2024-09-19,3,26,0,0,0
118,118.0,[],2024-09-19,5,1,0,0,0
119,119.0,"['я', 'понравиться']",2024-09-18,5,16,0,0,0
120,120.0,"['отличный', 'носка']",2024-09-17,5,14,0,0,0
121,121.0,"['отличный', 'носка']",2024-09-13,5,15,0,0,0
122,122.0,"['впечатление', 'грустный', 'ткань', 'грубый', 'синтетик', 'очень', 'толстый', 'плотный', 'оставить', 'резиновый', 'сапог']",2024-09-12,4,106,0,0,0
123,123.0,['благодарить'],2024-09-12,5,9,0,0,0
124,124.0,"['нормальный', 'носка']",2024-09-12,5,16,0,0,0
125,125.0,"['носка', 'хороший', 'хлопок', 'купить', 'аж', 'два', 'упаковка', 'первый', 'понравиться', '👌🏻👍🏻после', 'несколько', 'стирка', 'испортиться', 'даже', 'катушка', 'ворсинка', 'образоваться', 'рекомендовать', '👌🏻👍🏻']",2024-09-12,5,171,0,0,0
126,126.0,"['качественный', 'носка']",2024-09-11,5,18,0,0,0
127,127.0,['ноом'],2024-09-10,4,4,0,0,0
128,128.0,"['очень', 'плотный', 'хватить', 'надолго', 'такой']",2024-09-08,5,35,0,0,0
129,129.0,"['отличный', 'хлопковый', 'носка', 'купить', 'два', 'упаковка', '👍🏻👌🏻ич', 'пожалеть', 'стирка', 'переносить', 'пока', 'катушка', 'ворсинка', 'рекомендовать', 'покупка', 'быть', 'покупать']",2024-09-03,5,160,0,0,0
130,130.0,"['очень', 'добротный', 'хороший', 'носка', 'спасибо']",2024-09-01,5,42,0,0,0
131,131.0,"['хороший', 'носка', 'одноразовый']",2024-08-31,5,29,0,0,0
132,132.0,"['хороший', 'заказывать', 'первый']",2024-08-27,5,33,0,0,0
133,133.0,"['сплошной', 'синтэтика']",2024-08-27,2,18,0,0,0
134,134.0,['синтетик'],2024-08-22,3,9,0,0,0
135,135.0,['хороший'],2024-08-21,5,8,0,0,0
136,136.0,['тянуться'],2024-08-20,5,14,0,0,0
137,137.0,"['обычный', 'недорогой', 'носка', 'за', 'цена', 'около']",2024-08-19,5,40,0,0,0
138,138.0,"['достоинство', 'носка', 'отличный', 'качество', 'долго', 'носиться', 'краска', 'смываться', 'стирка', 'резинка', 'мера', 'тугой', 'нога', 'передавливать']",2024-08-17,5,136,0,0,0
139,139.0,"['хороший', 'качество']",2024-08-17,5,17,0,0,0
140,140.0,"['хороший', 'приятный', 'материал', 'резинка', 'давить', 'сползать', 'небольшой', 'минус', 'носка', 'оставаться', 'катышек', 'но', 'несколько', 'стирка', 'исправить', 'ситуация']",2024-08-14,5,152,0,0,0
141,141.0,"['недостаток', 'носка', '39м', 'размер', 'колено', 'очень', 'тонкий']",2024-08-14,2,65,0,0,0
142,142.0,['подойти'],2024-08-13,5,7,0,0,0
143,143.0,"['нормально', 'всё']",2024-08-10,5,13,0,0,0
144,144.0,"['отличный', 'носка', 'в', 'мера', 'плотный', 'на', '45', 'сель', 'рекомендовать']",2024-08-07,5,62,0,0,0
145,145.0,"['носка', 'норма']",2024-08-05,5,10,0,0,0
146,146.0,"['носка', 'очень', 'хороший', 'высокий', 'тонкие.ич', 'осень']",2024-08-04,4,46,0,0,0
147,147.0,"['после', 'носка', 'добавить', 'впечатление', 'хороший']",2024-08-04,5,40,0,0,0
148,148.0,"['вообще', 'отлично', 'свой', 'деньга']",2024-08-02,5,29,0,0,0
149,149.0,['🔥💣🤝👍'],2024-08-02,5,4,0,0,0
150,150.0,['плотненький'],2024-08-02,5,11,0,0,0
151,151.0,"['отличнын', 'носка']",2024-08-01,5,14,0,0,0
152,152.0,"['всё', 'отлично', 'рекомендовать']",2024-08-01,5,24,0,0,0
153,153.0,"['приятный', 'цвет', 'сочный']",2024-07-31,5,22,1,0,0
154,154.0,['норма'],2024-07-31,5,4,0,0,0
155,155.0,"['достоинство', 'удобный']",2024-07-31,5,26,0,0,0
156,156.0,"['отличный', 'тонкий', 'хлопковый', 'носка', 'лето']",2024-07-30,5,42,0,0,0
157,157.0,['выгодно'],2024-07-30,5,8,0,0,0
158,158.0,"['резинка', 'туговатый']",2024-07-29,4,17,0,0,0
159,159.0,"['достоинство', 'удобный']",2024-07-29,5,26,0,0,0
160,160.0,"['нормальный', 'носка']",2024-07-29,5,16,1,0,0
161,161.0,"['хороший', 'летний', 'носка']",2024-07-28,5,21,0,0,0
162,162.0,"['отличный', 'носка']",2024-07-28,5,15,1,0,0
163,163.0,"['на', '45', 'размер', 'сидеть']",2024-07-27,4,26,1,0,0
164,164.0,"['достоинство', 'качественный']",2024-07-27,5,31,0,0,0
165,165.0,"['хороший', 'носка', 'слишком', 'тонкий']",2024-07-27,5,33,0,0,0
166,166.0,['норма'],2024-07-27,5,4,0,0,0
167,167.0,"['хороший', 'носка']",2024-07-26,5,13,1,0,0
168,168.0,"['полностью', 'соответствовать', 'описание', 'рекомендовать', 'покупка']",2024-07-26,5,54,0,0,0
169,169.0,"['хороший', 'носка']",2024-07-26,5,13,1,0,0
170,170.0,"['катышек', 'цвет', 'стать', 'серый', 'стирать', 'правило']",2024-07-26,2,44,0,0,0
171,171.0,"['хороший', 'носка', 'приятный', 'ткань', 'нога', 'единственный', 'минус', 'жёсткий', 'резинка', 'это', 'мелочь']",2024-07-26,5,91,0,0,0
172,172.0,"['нормальный', 'носка', 'размер', 'соответствовать', 'быть', 'надеяться', 'прослужить', 'долго', 'рекомендовать']",2024-07-25,5,88,0,0,0
173,173.0,"['тонкий', 'лёгкое', 'удобный', 'на', 'лето', 'самый', 'резинка', 'хороший', 'держать', 'пережимать', 'нога']",2024-07-25,5,88,1,0,0
174,174.0,"['хороший', 'носка', 'размер', 'совпадать', 'качество', 'отличный', 'стирка', 'содиться']",2024-07-25,5,79,0,0,0
175,175.0,"['высокий', 'плотный']",2024-07-25,5,16,0,0,0
176,176.0,"['тонкий', 'работа', 'лето', 'пойти', 'посмотреть', 'носиться', 'быть']",2024-07-25,5,61,0,0,0
177,177.0,"['здравствуйте', 'спасибо', 'большой', '🌸']",2024-07-25,5,30,0,0,0
178,178.0,"['супер', 'качество', 'резинка', 'держать', 'нога', 'восторг']",2024-07-24,5,54,0,0,0
179,179.0,"['носка', 'удобный', 'материал', 'хороший']",2024-07-24,4,32,1,0,0
180,180.0,"['отличный', 'хлопковый', 'носка', 'тонкий', 'лето', 'заказать', 'ещё', 'друг', 'цвет']",2024-07-24,5,82,0,0,0
181,181.0,['брать'],2024-07-24,5,6,0,0,0
182,182.0,"['приятный', 'материал', 'хороший', 'плотность']",2024-07-24,5,36,0,0,0
183,183.0,"['качество', 'хороший']",2024-10-10,5,16,0,0,0
184,184.0,"['натуральный', 'хлопок', 'натуральный', 'к', 'тело', 'родный', 'запах', 'впитывать', 'довольный']",2024-10-09,5,97,0,0,0
185,185.0,"['хороший', 'качественный', 'футболка', 'муж', 'заслать', '👍👍']",2024-10-06,5,44,0,0,0
186,186.0,"['не', 'размер', 'прислать', 'стирка', 'подсесть']",2024-10-04,3,45,0,0,0
187,187.0,"['всё', 'норма']",2024-10-03,5,8,1,0,0
188,188.0,"['хороший', 'футболка', 'размер']",2024-10-01,4,31,0,0,0
189,189.0,"['отличный', 'качество', 'размер']",2024-09-29,5,27,0,0,0
190,190.0,"['качество', 'хлопок', 'плохой', 'набор', 'вертикальный', 'лейбл', 'конкретно', 'маломерить', '48/50', 'брать', 'м', 'оказаться', 'впритык', 'муж', 'решить', 'оставить', 'стирка', 'футболка', 'сель', 'уйти', 'племянник']",2024-09-29,3,216,0,0,0
191,191.0,"['хороший', 'качественный', 'фудболка', 'размер', 'размер']",2024-09-29,5,48,0,0,0
192,192.0,['норма'],2024-09-27,5,4,0,0,0
193,193.0,['нормально'],2024-09-25,4,9,0,0,0
194,194.0,"['лейбл', 'резиновый', 'отстой']",2024-09-23,3,23,0,0,0
195,195.0,"['немного', 'маломерить', '48', 'р.', 'как', '46']",2024-09-19,3,31,0,0,0
196,196.0,['огонь'],2024-09-17,5,5,0,0,0
197,197.0,"['качество', 'футболка', 'троечка']",2024-09-15,3,28,0,0,0
198,198.0,"['хороший', 'материал']",2024-09-15,5,17,0,0,0
199,199.0,"['крутой', 'футболка', 'качество', 'оригинал', 'смотреться', '5']",2024-09-15,5,50,1,0,0
200,200.0,['маломерить'],2024-09-12,3,9,0,0,0
201,201.0,['оригинал'],2024-09-11,5,8,0,0,0
202,202.0,"['нормальный', 'качество', 'маломерка']",2024-09-08,5,34,0,0,0
203,203.0,"['по', 'итог', 'коробочка', '2', 'футболочка']",2024-09-06,1,33,0,0,0
204,204.0,"['хороший', 'качественный', 'футболка']",2024-09-04,5,31,0,0,0
205,205.0,['супер'],2024-09-04,5,5,0,0,0
206,206.0,"['хороший', 'футболка', '👍🏼', 'размер', 'соответствовать', 'единственный', 'вмятина']",2024-09-02,5,62,1,0,0
207,207.0,['спасибо'],2024-08-30,5,7,0,0,0
208,208.0,"['отличный', 'база']",2024-08-26,5,13,0,0,0
209,209.0,"['отличный', 'базовый', 'футболка', 'маломерить', 'размер', 'всегда', 'носить', 'l', 'футболка', 'l', 'прям', 'очень', 'обтяжка', 'коротко', 'xl', 'самый', 'брать', 'размер']",2024-08-22,5,155,0,0,0
210,210.0,"['зорогий', 'футболка']",2024-08-15,5,16,0,0,0
211,211.0,"['качество', 'уровень', 'похоже', 'оригинал']",2024-08-05,5,38,0,0,0
212,212.0,"['рекомендовать', 'брать', 'размер']",2024-08-01,5,33,0,0,0
213,213.0,"['отличный', 'тишки', 'крой', 'слить']",2024-07-31,5,25,0,0,0
214,214.0,"['тонкий', 'обычный', 'база', 'вполне', 'похоже', 'оригинал']",2024-07-27,5,47,0,0,0
215,215.0,"['прекрасный', 'повседневный', 'футболка']",2024-07-24,5,32,0,0,0
216,216.0,"['довольный', 'покупка']",2024-07-23,5,16,0,0,0
217,217.0,"['отклеиться', 'буква', 'пара', 'стирка']",2024-07-23,4,34,0,0,0
218,218.0,"['достоинство', 'натуральный', 'хлопок']",2024-07-22,5,37,0,0,0
219,219.0,"['смотреться', 'дешево+', 'один', 'футболка', 'рвать', 'шов']",2024-07-21,4,46,0,0,0
220,220.0,"['оригинал', 'хороший', 'качество']",2024-07-17,5,26,0,0,0
221,221.0,['нормально'],2024-07-10,5,10,0,0,0
222,222.0,"['классный', 'качество']",2024-07-10,5,17,0,0,0
223,223.0,"['хороший', 'комплект']",2024-07-09,5,16,0,0,0
224,224.0,"['классный', 'лёгкое', 'футболка', 'быть', 'заказывать']",2024-07-01,5,48,0,0,0
225,225.0,['оригинал'],2024-06-30,5,8,0,0,0
226,226.0,"['очень', 'понравиться']",2024-06-29,5,18,0,0,0
227,227.0,"['хороший', 'футболка', 'повсдневный', 'использование']",2024-06-28,5,47,0,0,0
228,228.0,['отличный'],2024-06-22,5,8,0,0,0
229,229.0,"['отличный', 'футболка', 'оригинальный']",2024-06-21,5,31,0,0,0
230,230.0,"['качество', 'уровень', 'hugo']",2024-06-16,5,23,0,0,0
231,231.0,['маленький'],2024-06-11,3,9,0,0,0
232,232.0,"['достоинство', 'отличный', 'футболка', 'пол', 'год', 'муж', 'носить', 'новый']",2024-06-04,5,74,0,0,0
233,233.0,"['хороший', 'приятный', 'ощупь', 'немного', 'погладить', 'супер']",2024-05-31,5,60,1,0,0
234,234.0,"['огонь', '🔥', 'рекомендовать', '👍']",2024-05-30,5,20,0,0,0
