Unnamed: 0,User review,Review date,Star review,Text length,Has media,Has answer,Written by bot
24.0,"куртка выглядит на  отлично. на мой  52- 54  подошёл идеально 50 размер. А как будет в дальнейшем, посмотрим.",2024-10-06,5,109,0,0,0
25.0,классная курточка 👍,2024-10-05,5,19,0,0,0
26.0,"Хорошая курточка, очень легкая. Я уже ее обновила, в ней тепло и уютно. На свой 52-ой взяла 50-ый размер, толстый свитер легко пододенется",2024-10-05,5,138,1,0,0
27.0,"Неплохая куртка, конечно ни о какой зиме и речи быть не может, она на осень, на плюсовые температуры, тонкая. Не очень удачный низ куртки, постоянно приходится одергивать, он задирается сзади. Удачный капюшон, удобный и красиво сидит.",2024-10-05,4,234,0,0,0
28.0,"На свой 52р взяла 50. Свободно
С джемпером очень хорошо и тепло, немного прикрывает попу. Рекомендую. Спасибо продавцу",2024-10-04,5,118,0,0,0
29.0,"Офигенная куртка! 
Взяла на размер больше, чем мой на самом деле, специально, чтоб поддеть что-нибудь вниз можно было. Но это было необязательно, куртка и на мой размер позволила бы думаю что-то поддеть вниз. 
Много кармашков, как я люблю.",2024-10-04,5,239,0,0,0
30.0,отличная курточка!!! И цвет приятный и фасон удачный ! Качество - супер! Спасибо продавцу!,2024-10-04,5,90,0,0,0
31.0,"Отлично, цвет небесный, заказала не тот размер",2024-10-04,5,46,0,0,0
32.0,"Куртка сидит на фигуре отлично, р50 отлично подошел на рос, 54, стильная, теплая, посмотрим как будет в носке",2024-10-04,5,109,0,0,0
33.0,"Цвет на фото не передаёт настоящего цвета, очень нежный и красивый. Ткань легкая и приятная. Подойдёт на осень и на тёплую зиму.",2024-10-03,5,128,1,0,0
34.0,Отлично,2024-10-03,5,7,0,0,0
35.0,Ткань приятная.Фасон то что надо.,2024-10-03,5,33,0,0,0
36.0,"очень красивый голубой цвет, каяественный и аккуратный пошив, рекомендую",2024-10-03,5,72,0,0,0
37.0,"куртка с виду хорошего качества, только наполнитель спускается вниз и остается пустое пространство. не знаю как будет в носке.",2024-10-03,5,126,0,0,0
38.0,"Есть вещи, в которые влюбляется с первого взгляда. Тот самый случай. Очень переживала, что не сядет на мою тушу. но смотрится отлично. На зиму, конечно, не подойдёт. На осень и весну - самое то.  Размеру соответствует. Куртка суперская. К слову, смотрится отлично как с джинсами, так и со спортивными штанами. По посадке видно, что это не куртка большая...  Читать полностью",2024-10-04,5,374,0,0,0
39.0,"Хорошая куртка на демисезонку, но честно говоря для нее 3200 -дороговато .забрала так как времени искать не было , нужна была срочно ) беру свои слова назад ) куртка стоит своих денег ! Легкая , стильная ,качественная - ничего лишнего .",2024-10-09,5,236,1,0,0
40.0,"Классная куртка. Второй сезон ношу , нареканий нет",2024-10-02,5,50,1,0,0
41.0,"Очень лёгкая, удобная.",2024-10-02,5,22,0,0,0
42.0,"Отличная, теплая, легкая. Цвет и размер соответствуют",2024-10-01,5,53,0,0,0
43.0,Взяла на размер меньше и всё отлично,2024-10-01,5,36,0,0,0
44.0,"Упаковано просто в пакет, думала верхнюю одежду пакуют в коробку, очень сильно помята, отпарила с трудом. За небольшие деньги наверное нормально. Наполнитель неравномерно распределен, скорей всего упадет вниз и врядли переживет стирку, только чистка. Взяла, ну несколько раз надену. Думать надо прежде чем заказывать дёшево. Шьют не профессионалы, даже...  Читать полностью",2024-10-01,1,373,0,0,0
45.0,"лёгкая,красивая",2024-09-30,5,15,0,0,0
46.0,"Общее впечатление- красивая, удобная. Купила для хотьбы на лыжах. Тонковата для зимы, но надену теплый свитер. Ношу 50-52 размер. Куртка 50 размера оказалась свободной, теплый толстый свитер вполне поместится под ней.",2024-09-30,5,217,0,0,0
47.0,"Нормальная, на прогулки.",2024-09-30,5,24,0,0,0
48.0,"Как для профессионала швейного дела куртка и по ткани не тонкая.На ощупь приятная,по качеству пошива на пять.Капюшон не мелкий.Приобретать можно.",2024-09-30,5,145,1,0,0
49.0,"Взяла на размер меньше, т к сильно большемерит",2024-09-29,5,46,0,0,0
50.0,всё по размеру,2024-09-29,5,14,0,0,0
51.0,"На свой 44 взяла 42, но и 44 был бы отлично.",2024-09-29,5,44,0,0,0
52.0,"Не плохо, но только пишут осень зима, но только осенью, мягкая легкая",2024-09-29,5,69,0,0,0
53.0,"Удобная,качественная",2024-09-28,5,20,0,0,0
54.0,"Курточка понравилась , легкая , удобная, нитки не торчат , швы ровные . 👍👍👍",2024-09-28,5,75,0,0,0
55.0,"в прохладно погоду прекрасно. но - 10 будет уже прохладно,  проверим. а так очень удобная.",2024-09-28,5,90,0,0,0
56.0,Отличная куртка. Уже ребёнок носит.,2024-09-28,5,35,0,0,0
57.0,хорошее,2024-09-27,5,7,0,0,0
58.0,"Легкая, теплая, стильная!",2024-09-27,5,25,0,0,0
59.0,"куртка просто супер, качественная, пух по всей куртке распределен равномерно, спасибо за отличную работу!",2024-09-27,5,105,0,0,0
60.0,Куртка отличная. Очень теплая. Сшита идеально.,2024-09-27,5,46,0,0,0
61.0,"Куртка классная, на 50 размер села как модели, пошив , фурнитура все идеально, понравилось что есть бегунок на молнии снизу, об’емная, думаю можно носить до сильных морозов, однозначно рекомендую, цена и качество 👍👍",2024-09-27,5,215,0,0,0
62.0,.,2024-09-26,5,1,0,0,0
63.0,"Ношу 52-54, в целом всё понравилось. Легкая,удобная",2024-09-26,5,51,1,0,0
64.0,"Отличная куртка, лёгкая, нитки нигде не торчат",2024-09-26,5,46,0,0,0
65.0,отличная куртка качество хорошее рекомендую 👍 продавцу спасибо 👍,2024-09-26,5,64,0,0,0
66.0,"Куртка просто супер, лёгкая и тёплая, подойдёт на прохладную осень и тёплую зиму",2024-09-26,5,80,0,0,0
67.0,"Отличная вещь, мягкая приятная ткань, рекомендую.",2024-09-25,5,49,0,0,0
68.0,Куртка отличная,2024-09-25,5,15,0,0,0
69.0,"Для зимы не подойдёт. На осень-весну до -5, самое то.",2024-09-24,4,53,0,0,0
70.0,Куртка понравилась,2024-09-24,5,18,0,0,0
71.0,Супер,2024-09-23,5,5,1,0,0
72.0,"Девушка довольна, легкая, воздушная, для осени теплая",2024-09-22,5,53,0,0,0
73.0,"Курта легкая, симпатичная, понравилась",2024-09-21,5,38,0,0,0
74.0,"Куртка супер!!! Нашла такую же в белом цвете у другого продавца, купила . Мои параметры ОГ-112 см., ОБ-114 см. На мне сидит оверсайз. Спасибо.",2024-09-21,5,142,0,0,0
75.0,Классная куртка на весну-осень,2024-09-19,5,30,0,0,0
76.0,"Хорошая курточка, дочке понравилась",2024-09-19,5,35,0,0,0
77.0,Супер куртка,2024-09-18,5,12,0,0,0
78.0,"Хорошая куртка, по мне тонковата, но с кофтой до зимы доходит, качество соответствует цене, 42 размер какраз на 46,дочери оверсайз",2024-09-17,5,130,0,0,0
79.0,Много перебрал курток но остановилась на этой и не ошиблась за что спасибо продавцу🤗она воздушная и никаких претензий к пошиву. На свой46р заказала 42р получился лёгкий оверсайз есть место для толстовки в общем я довольна🤗🤗🤗🤗,2024-09-16,5,225,0,0,0
80.0,Ох...... Я🔥🔥🔥🔥🔥🔥🔥,2024-09-15,5,17,0,0,0
81.0,"Первое впечатление от куртки было хорошее. Но после стирки фурнитура на карманах окрасила ткань ржавчиной. Что теперь с этим делать, непонятно.",2024-09-17,3,143,1,0,0
82.0,Всё отлично!,2024-09-15,5,12,0,0,0
83.0,"Классная,лёгкая,теплая, качественная,44р на мой 44-46р немного свободная,как небольшой оверсайз,мне понравилась",2024-09-14,5,111,0,0,0
84.0,"Куртка на первый взгляд хорошая, аккуратно пошита, но не плотная. Лёгкая",2024-09-13,5,72,0,0,0
85.0,"Куртка отличная,по размеру,по цвету. Ткань приятная на ощупь. Рекомендую . Как будет носится не знаю,после стирки и носки отпишусь",2024-09-13,5,130,0,0,0
86.0,"Достоинства
       Качество пошива очень обрадовало.",2024-09-13,5,52,0,0,0
87.0,"Хорошее качество, рекомендую",2024-09-12,5,28,0,0,0
88.0,"Куртка классная, прошито хорошо. Для девочки подростка то что надо 👍👍👍
Дочка довольна😉",2024-09-12,5,86,0,0,0
89.0,"Легкая, удобная, красивая🩷Соответствует размеру 👍",2024-09-12,5,49,0,0,0
90.0,Хорошая куртка,2024-09-12,5,14,0,0,0
91.0,👍👍👍👍👍,2024-09-12,5,5,0,0,0
92.0,"Не толстые и не тонкие.
На ощупь приятные.
Дышащие.
Прочные.
Синтетика не ощущается.
На 38 размер подошли идеально.
Для занятий активным спортом подходят.
При желании сверху можно подвернуть.
Сделаны в Пакистане.

Из недостатков: туговата резинка, особенно для полных ног.",2024-05-29,5,272,1,0,0
93.0,👍,2024-10-10,5,1,0,0,0
94.0,"Прекрасные хлопковые носки. Резинка до первых стирок показалась немного туговата, но после - в самый раз. Относительно тонкие.",2024-10-09,5,126,0,0,0
95.0,"Беру не первый раз, хорошие носки.",2024-10-09,5,34,0,0,0
96.0,"Большие, но классные",2024-10-07,5,20,0,0,0
97.0,Отличный товар,2024-10-07,5,14,0,0,0
98.0,"Ноги в них ужасно потеют, хотя материал вроде бы натуральный",2024-10-05,1,60,0,0,0
99.0,Пойдет,2024-10-05,5,6,0,0,0
100.0,Нормальные,2024-10-05,5,10,0,0,0
101.0,Очень непрочные и маломерные,2024-10-03,3,28,0,0,0
102.0,Хорошие носки,2024-10-01,5,13,0,0,0
103.0,Хорошие,2024-10-01,5,7,0,0,0
104.0,Качество 👍 Насыщенный цвет. 1 пара чуть более 100 руб. 🔥,2024-09-29,5,56,0,0,0
105.0,Отличное качество,2024-09-29,5,17,0,0,0
106.0,ок,2024-09-28,5,2,0,0,0
107.0,Положительные,2024-09-27,5,13,0,0,0
108.0,"Хорошие носочки, довольна👍",2024-09-27,5,26,0,0,0
109.0,отлично,2024-09-27,5,7,0,0,0
110.0,👌✨,2024-09-25,5,2,0,0,0
111.0,👌✨,2024-09-25,5,2,0,0,0
112.0,Носки классные.,2024-09-25,5,15,0,0,0
113.0,Заказывала сыну. Понравились,2024-09-23,5,28,0,0,0
114.0,Отлично👍 плотные,2024-09-23,5,16,0,0,0
115.0,"Качество плохое, резинки узкие, врезается в тело",2024-09-22,2,48,0,0,0
116.0,Носки мужу понравились,2024-09-21,5,22,0,0,0
117.0,На ноге короче чем на фото,2024-09-19,3,26,0,0,0
118.0,.,2024-09-19,5,1,0,0,0
119.0,Мне понравились!,2024-09-18,5,16,0,0,0
120.0,Отличные носки,2024-09-17,5,14,0,0,0
121.0,Отличные носки!,2024-09-13,5,15,0,0,0
122.0,"Впечатление грустное. Ткань грубая, много синтетики. Очень толстые, плотные! Оставила для резиновых сапог.",2024-09-12,4,106,0,0,0
123.0,Благодарю,2024-09-12,5,9,0,0,0
124.0,Нормальные носки,2024-09-12,5,16,0,0,0
125.0,"Носки хорошие. Хлопок. Купила аж две упаковки после первой. Понравилось 👌🏻👍🏻После нескольких стирок не испортились. Даже катушки, ворсинки не образовались. Рекомендую 👌🏻👍🏻",2024-09-12,5,171,0,0,0
126.0,Качественные носки,2024-09-11,5,18,0,0,0
127.0,Ноом,2024-09-10,4,4,0,0,0
128.0,"Очень плотные, хватит надолго таких",2024-09-08,5,35,0,0,0
129.0,"Отличные хлопковые носки. Купила две упаковки 👍🏻👌🏻не пожалела. Стирку переносят хорошо. Пока что катушек, ворсинок нет. Рекомендую к покупки. Буду еще покупать.",2024-09-03,5,160,0,0,0
130.0,"Очень добротные, хорошие носки. Спасибо!!!",2024-09-01,5,42,0,0,0
131.0,"Хорошие носки,не одноразовые)",2024-08-31,5,29,0,0,0
132.0,"хорошие,заказываю не в первый раз",2024-08-27,5,33,0,0,0
133.0,Сплошная синтэтика,2024-08-27,2,18,0,0,0
134.0,Синтетика,2024-08-22,3,9,0,0,0
135.0,Хорошие.,2024-08-21,5,8,0,0,0
136.0,Тянутся хорошо,2024-08-20,5,14,0,0,0
137.0,Обычные недорогие носки. За свою цену ок,2024-08-19,5,40,0,0,0
138.0,"Достоинства
       Носки отличного качества. Долго носятся, краска не смывается при стирке. Резинка в меру тугая, ногу не передавливает.",2024-08-17,5,136,0,0,0
139.0,Хорошее качество!,2024-08-17,5,17,0,0,0
140.0,"Хороший, приятный материал. Резинка не давит и не сползает. Небольшой минус - после носки остаются катышки. Но может несколько стирок исправят ситуацию.",2024-08-14,5,152,0,0,0
141.0,"Недостатки
       Носки на 39м размере до колена))) Очень тонкие.",2024-08-14,2,65,0,0,0
142.0,Подошло,2024-08-13,5,7,0,0,0
143.0,Нормально всё,2024-08-10,5,13,0,0,0
144.0,Отличные носки . В меру плотные. На 45 сели хорошо. Рекомендую,2024-08-07,5,62,0,0,0
145.0,Носки норм,2024-08-05,5,10,0,0,0
146.0,Носки очень хорошие Высокие не тонкие.На осень,2024-08-04,4,46,0,0,0
147.0,"После носки добавлю, впечатление хорошее",2024-08-04,5,40,0,0,0
148.0,Вообще отлично за свои деньги,2024-08-02,5,29,0,0,0
149.0,🔥💣🤝👍,2024-08-02,5,4,0,0,0
150.0,Плотненькие,2024-08-02,5,11,0,0,0
151.0,Отличнын носки,2024-08-01,5,14,0,0,0
152.0,"Все отлично, рекомендую!",2024-08-01,5,24,0,0,0
153.0,Приятные. Цвет сочный.,2024-07-31,5,22,1,0,0
154.0,Норм,2024-07-31,5,4,0,0,0
155.0,"Достоинства
       Удобные",2024-07-31,5,26,0,0,0
156.0,"Отличные, тонкие, хлопковые носки на лето.",2024-07-30,5,42,0,0,0
157.0,Выгодно!,2024-07-30,5,8,0,0,0
158.0,Резинка туговатая,2024-07-29,4,17,0,0,0
159.0,"Достоинства
       Удобные",2024-07-29,5,26,0,0,0
160.0,Нормальные носки,2024-07-29,5,16,1,0,0
161.0,Хорошие летние носки!,2024-07-28,5,21,0,0,0
162.0,Отличные носки!,2024-07-28,5,15,1,0,0
163.0,На 45 размер сидят хорошо.,2024-07-27,4,26,1,0,0
164.0,"Достоинства
       Качественные",2024-07-27,5,31,0,0,0
165.0,"Хорошие носки, не слишком тонкие.",2024-07-27,5,33,0,0,0
166.0,Норм,2024-07-27,5,4,0,0,0
167.0,Хорошие носки,2024-07-26,5,13,1,0,0
168.0,"Полностью соответствует описанию, рекомендую к покупке",2024-07-26,5,54,0,0,0
169.0,Хорошие носки,2024-07-26,5,13,1,0,0
170.0,"Катышки, цвет стал серым(стирая по правилам)",2024-07-26,2,44,0,0,0
171.0,"Хорошие носки. Приятная ткань к ноге.  Единственный минус - жесткая резинка, но это мелочи.",2024-07-26,5,91,0,0,0
172.0,Нормальные носки! Размер соответствует! Будем надеяться что прослужат долго! Рекомендую!,2024-07-25,5,88,0,0,0
173.0,"Тонкие, лёгкие, удобные. На лето самое то! Резинка хорошая, держит и не пережимает ногу.",2024-07-25,5,88,1,0,0
174.0,"Хорошие носки, размер совпадает, качество отличное даже после стирки не содятся",2024-07-25,5,79,0,0,0
175.0,"Высокие, плотные",2024-07-25,5,16,0,0,0
176.0,"Тонкие, на работу летом пойдут. Посмотрим, как носиться будут",2024-07-25,5,61,0,0,0
177.0,Здравствуйте спасибо большое 🌸,2024-07-25,5,30,0,0,0
178.0,"Супер качество, резинка хорошо держит, ноги в восторге",2024-07-24,5,54,0,0,0
179.0,"Носки удобные, материал хороший.",2024-07-24,4,32,1,0,0
180.0,"Отличные хлопковые носки, тонкие , как раз для лета. Заказала ещё, в другом цвете.",2024-07-24,5,82,0,0,0
181.0,Берите,2024-07-24,5,6,0,0,0
182.0,"Приятный материал, хорошая плотность",2024-07-24,5,36,0,0,0
183.0,качество хорошее,2024-10-10,5,16,0,0,0
184.0,Натуральный хлопок - он и есть натуральный. К телу как родные. Запах почти не впитывают. Доволен.,2024-10-09,5,97,0,0,0
185.0,"Хорошие качественные футболки, мужу зашли 👍👍",2024-10-06,5,44,0,0,0
186.0,Не в размер пришли еще и после стирки подсели,2024-10-04,3,45,0,0,0
187.0,Все норм,2024-10-03,5,8,1,0,0
188.0,Хорошие футболки размер как раз,2024-10-01,4,31,0,0,0
189.0,"Отличное качество, в размер",2024-09-29,5,27,0,0,0
190.0,"Качество хлопка хуже, чем в наборах с вертикальным лейблом и конкретно маломерят, на 48/50 всегда берем М , эти оказались совсем впритык. Муж решил оставить, но после стирки футболки сели и теперь уйдут к племяннику.",2024-09-29,3,216,0,0,0
191.0,"Хорошие, качественные фудболки, размер в размер.",2024-09-29,5,48,0,0,0
192.0,норм,2024-09-27,5,4,0,0,0
193.0,Нормально,2024-09-25,4,9,0,0,0
194.0,Лейбл резиновый. Отстой,2024-09-23,3,23,0,0,0
195.0,"Немного маломерит, 48 р. Как 46",2024-09-19,3,31,0,0,0
196.0,Огонь,2024-09-17,5,5,0,0,0
197.0,Качество футболок на троечку,2024-09-15,3,28,0,0,0
198.0,Хороший материал!,2024-09-15,5,17,0,0,0
199.0,"Крутые футболки, качество оригинал, смотрятся на 5",2024-09-15,5,50,1,0,0
200.0,Маломерит,2024-09-12,3,9,0,0,0
201.0,Оригинал,2024-09-11,5,8,0,0,0
202.0,"Нормальное качество, но маломерки.",2024-09-08,5,34,0,0,0
203.0,По итоге в коробочке 2 футболочки,2024-09-06,1,33,0,0,0
204.0,"Хорошие, качественные футболки.",2024-09-04,5,31,0,0,0
205.0,Супер,2024-09-04,5,5,0,0,0
206.0,"Хорошие футболки 👍🏼 размер соответствует, единственное вмятины",2024-09-02,5,62,1,0,0
207.0,Спасибо,2024-08-30,5,7,0,0,0
208.0,Отличная база,2024-08-26,5,13,0,0,0
209.0,"Отличные базовые футболки.
Маломерит на размер.
Всегда ношу L, но эти футболки L прям очень в обтяжку и коротко. XL - в самый раз.
Берите на размер больше.",2024-08-22,5,155,0,0,0
210.0,Зорогие футболки,2024-08-15,5,16,0,0,0
211.0,"Качество на уровне, похоже на оригинал",2024-08-05,5,38,0,0,0
212.0,Рекомендую брать на размер больше,2024-08-01,5,33,0,0,0
213.0,"Отличные тишки, крой слим",2024-07-31,5,25,0,0,0
214.0,"Тонкие, обычная база, вполне похоже на оригинал",2024-07-27,5,47,0,0,0
215.0,Прекрасные повседневные футболки,2024-07-24,5,32,0,0,0
216.0,Доволен покупкой,2024-07-23,5,16,0,0,0
217.0,Отклеились буквы после пары стирок,2024-07-23,4,34,0,0,0
218.0,"Достоинства
       Натуральный хлопок",2024-07-22,5,37,0,0,0
219.0,Смотрятся дешево+ одна футболка рванная по шву,2024-07-21,4,46,0,0,0
220.0,"Оригинал, хорошее качество",2024-07-17,5,26,0,0,0
221.0,Нормально.,2024-07-10,5,10,0,0,0
222.0,Классное качество,2024-07-10,5,17,0,0,0
223.0,Хороший комплект,2024-07-09,5,16,0,0,0
224.0,"Классные, лёгкие футболки, будем заказывать еще.",2024-07-01,5,48,0,0,0
225.0,Оригинал,2024-06-30,5,8,0,0,0
226.0,Очень понравилось),2024-06-29,5,18,0,0,0
227.0,Хорошие футболки для повсдневного использования,2024-06-28,5,47,0,0,0
228.0,Отличные,2024-06-22,5,8,0,0,0
229.0,"отличные футболки, оригинальные",2024-06-21,5,31,0,0,0
230.0,Качество на уровне Hugo,2024-06-16,5,23,0,0,0
231.0,Маленькие,2024-06-11,3,9,0,0,0
232.0,"Достоинства
       Отличные футболки. Пол года муж носит , а они как новые",2024-06-04,5,74,0,0,0
233.0,"Хорошие, приятные на ощупь. Немного погладить и будет супер)",2024-05-31,5,60,1,0,0
234.0,Огонь 🔥 рекомендую 👍,2024-05-30,5,20,0,0,0
235.0,"Сам товар тонкий не похож на ориг Это просто ужас, в отзывах коробка по факту озон отписывает что в карточке пакет и вот он прекрасный пакет который даже закрыть не могли, футболки приехали грязные",2024-05-30,1,197,0,0,0
236.0,"Комплект из 3 футболок, качество норм, нитки не торчат, цена со скидкой была хорошая.",2024-05-28,5,85,1,0,0
237.0,Хорошие футболки,2024-05-27,5,16,0,0,0
238.0,"Отличные домашние футболки. 
Маломерят ровно на 1 размер.",2024-05-23,5,57,1,0,0
239.0,"Хорошие футболки, но оказались малы",2024-05-20,5,35,0,0,0
240.0,💥💥💥,2024-05-16,5,3,0,0,0
241.0,"Достоинства
       Быстро оч быстро",2024-05-04,5,35,0,0,0
242.0,Маломерит,2024-05-04,5,9,0,0,0
243.0,"Брала на подарок, все отлично",2024-04-30,5,29,0,0,0
244.0,Норм,2024-04-30,4,4,0,0,0
245.0,👍,2024-04-26,5,1,0,0,0
246.0,"Достоинства
       Прятная ткань, хорошо сшита, сидит отлично, приталенная немного.  Размер соответсвует.",2024-04-25,5,105,0,0,0
247.0,Сильно маломерят и они слим фит,2024-04-18,3,31,0,0,0
248.0,Это неи Hugo,2024-04-16,1,12,0,0,0
249.0,Успел купить по акции :))) все отлично,2024-04-07,5,38,0,0,0
250.0,Муж в восторге. Отличные футболки,2024-04-02,5,33,0,0,0
251.0,"Достоинства
       супер качество, приятные к телу - размер в размер",2024-03-31,5,68,0,0,0
252.0,Помята упаковка,2024-03-30,3,15,0,0,0
253.0,"Недостатки
       Нет",2024-03-27,5,21,0,0,0
254.0,"Достоинства
       Приятная цена. Хорошо все упаковано",2024-03-25,4,54,0,0,0
255.0,Хорошее качество. Но маломерки. Модель слим,2024-03-24,5,43,1,0,0
256.0,Иисусьи футболки,2024-03-22,5,16,0,0,0
257.0,"Огонь,качество отличное ,упакован товар хорошо",2024-03-22,5,46,0,0,0
258.0,"Недостатки
       пока не обнаружил",2024-03-21,5,35,0,0,0
259.0,2 футболки вместо трех,2024-03-20,1,22,1,0,0
260.0,"Достоинства
       Цена",2024-03-13,4,23,0,0,0
261.0,"Одна из футболок оказалась с дыркой. Причем дырка не пошву, а на спине. Упакованы так, будто один раз как минимум возврат оформлялся.",2024-03-10,2,133,0,0,0
262.0,"Не плохие футболочки,ну маломерят, если брать то со скидкой,полный прайс думаю не стоят",2024-03-09,5,87,0,0,0
263.0,"Оригинал, размер и качество отлично",2024-03-09,5,35,0,0,0
264.0,Ваще топ оригинал,2024-03-08,5,17,0,0,0
265.0,"Достоинства
       материал",2024-03-03,5,27,0,0,0
266.0,"Достоинства
       Хорошее качество",2024-03-01,5,35,0,0,0
267.0,"Достоинства
       Не дорого.",2024-02-29,3,29,0,0,0
268.0,Сели посое первой стирки,2024-02-27,4,24,0,0,0
269.0,"Достоинства
       Хорошая цена",2024-02-26,5,31,0,0,0
270.0,"Качество очень хорошее , брала много раз футболки этого бренда",2024-02-23,5,62,0,0,0
271.0,Норм,2024-05-24,5,4,0,0,0
272.0,"Достоинства
       Иисусьи футболки",2024-02-21,5,35,0,0,0
273.0,"Достоинства
       Размер в размер",2024-02-19,5,34,0,0,0
274.0,"Недостатки
       Заказывайте смело на размер больше",2024-02-11,4,52,0,0,0
275.0,"Достоинства
       Оригинал",2024-02-09,5,27,0,0,0
276.0,"Отличный чехол, цвет НЕ ядовитый(очень важно), тактильно приятен, не скользит, не делает телефон громоздким! Царапин или иных дефектов не было. Выглядит и ощущается «богаче» своей стоимости. Рекомендую!",2024-09-26,5,202,0,0,0
277.0,"Чехол своих денег не стоит. На ощупь неприятный, в карман засунуть и достать из кармана - мучение, трется об одежду излишне.",2024-10-08,2,124,0,0,0
278.0,Практически сразу согнулся возле кнопки бесшумного режима. Через неделю стал липким. В целом для своей цены норм,2024-10-04,4,112,0,0,0
279.0,"Отличный чехол, приятный тактильно, на телефон подошел.",2024-10-02,5,55,0,0,0
280.0,Очень скользкий в руках чехол. Это же надо было так постараться!,2024-10-02,1,64,0,0,0
281.0,Норм чехол,2024-09-22,5,10,0,0,0
282.0,"Достоинства
       Приятный на ощупь",2024-09-16,5,36,0,0,0
283.0,"В целом не плохой, но на стенке есть какие-то черточки, как будто нарисованы.",2024-09-12,4,77,0,0,0
284.0,Норм. Но есть шов и к нему оочень липнет грязь,2024-09-02,4,46,1,0,0
285.0,.,2024-08-22,5,1,0,0,0
286.0,Однозначно рекомендую,2024-08-22,5,21,0,0,0
287.0,Хороший чехол,2024-08-21,5,13,0,0,0
288.0,"Хороший чехол, приятный неброский цвет, все кнопки и разрезы совпадают",2024-08-21,5,70,1,0,0
289.0,"Приятный чехол, не скользит.",2024-08-17,5,28,0,0,0
290.0,"Качество на уровне, но со временем софт тач затирается и чехол становится как резиновый, потому пропадает скользкость soft touch, и чехол становится почти не реально выронить из руки.",2024-08-14,5,183,0,0,0
291.0,Все отлично !!!,2024-08-14,5,15,1,0,0
292.0,Норм,2024-08-06,5,4,0,0,0
293.0,"Достоинства
       Чехол пришёл",2024-07-25,3,31,0,0,0
294.0,Ужасное качество,2024-07-05,1,16,0,0,0
295.0,"Чехол отличный, крепкий. Почти пол года пользуюсь, все целое",2024-05-22,5,60,0,0,0
296.0,Идеальный чехол именно тот что искал не скользит в руке,2024-05-08,5,55,0,0,0
297.0,"Качественный, не пожалели.",2024-04-14,5,26,0,0,0
298.0,"Отличный чехол, но чуть скользковат , через 2 недели пользования немного пообтерся, привыкла",2024-04-05,5,92,0,0,0
299.0,"Очень приятный на ощупь чехол, не маркий. Рекомендую .",2024-03-22,5,54,0,0,0
300.0,Качество супер! Тактильно очень приятный,2024-03-21,5,40,0,0,0
301.0,"Достоинства
       Хороший",2024-03-16,5,26,0,0,0
302.0,Кайф,2024-03-14,5,4,0,0,0
303.0,"Достоинства
       Удобный и приятный",2024-02-22,5,37,0,0,0
304.0,"Достоинства
       Нормальный чехол, со временем стерся",2024-02-21,5,55,0,0,0
