,User review,Review date,Star review,Has media,Written by bot
10,"[""\u043e\u0447\u0435\u043d\u044c""]",2024-10-08,5,0,0
11,"[""\u0441\u0438\u043c\u043f\u0430\u0442\u0438\u0447\u043d\u044b\u0439"", ""\u044f"", ""\u043a\u0430\u0437\u0430\u0442\u044c\u0441\u044f"", ""\u043f\u0435\u0440\u0432\u044b\u0439"", ""\u0441\u0442\u0438\u0440\u043a\u0430"", ""\u043e\u0447\u0435\u043d\u044c"", ""\u043a\u0430\u043a\u043e\u0439-\u0442\u043e"", ""\u0445\u043b\u0438\u043f\u043a\u0438\u0439"", ""\u0440\u043e\u0441\u0442"", ""170"", ""\u0440\u0443\u043a\u0430\u0432"", ""\u043a\u043e\u0440\u043e\u0442\u043a\u043e\u0432\u0430\u0442\u044b\u0439"", ""\u0440\u0430\u0437\u043c\u0435\u0440"", ""\u0440\u0430\u0437\u043c\u0435\u0440""]",2024-10-08,3,0,0
12,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0438"", ""\u043f\u043e\u0448\u0438\u0442\u044c""]",2024-10-08,5,0,0
13,"[""\u0441\u0435\u043b\u043e"", ""\u043e\u0442\u043b\u0438\u0447\u043d\u043e"", "",\u043d\u0435"", ""\u0437\u043d\u0430\u0442\u044c"", ""\u043a\u0430\u043a"", ""\u0431\u044b\u0442\u044c"", ""\u043f\u0440\u043e\u0446\u0435\u0441\u0441"", ""\u043d\u043e\u0441\u043a\u0430"", "",\u043d\u043e"", ""\u043d\u043e\u0432\u044b\u0439"", ""\u0441\u0443\u043f\u0435\u0440""]",2024-10-08,5,0,0
14,"[""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u043e\u0433\u043e\u043d\u044c\ud83d\udc4d""]",2024-10-07,5,0,0
15,"[""\u043a\u0443\u0440\u0443\u0442\u0430\u0438\u0442\u044c"", ""\u0431\u0430\u043b\u0434\u0435\u0442\u044c"", ""\u043e\u043d\u0430"", ""\u043f\u0440\u043e\u0434\u0443\u0432\u0430\u0442\u044c"", ""\u0432\u0435\u0442\u0435\u0440"", ""-"", ""5."", ""\u0442\u0440\u0430\u043d\u0441\u043f\u043e\u0440\u0442"", ""\u043d\u0435"", ""\u0436\u0430\u0440\u043a\u043e""]",2024-10-07,5,0,0
16,"[""\u0434\u043e\u0441\u0442\u043e\u0438\u043d\u0441\u0442\u0432\u043e""]",2024-10-07,5,0,0
17,"[""\u043e\u0447\u0435\u043d\u044c"", ""\u043f\u043e\u043d\u0440\u0430\u0432\u0438\u0442\u044c\u0441\u044f"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0441\u0442\u0438\u043b\u044c\u043d\u044b\u0439"", ""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u043a\u0430\u0447\u0435\u0441\u0442\u0432\u043e"", ""\u0446\u0432\u0435\u0442"", ""\u0441\u0443\u043f\u0435\u0440"", ""\u0442\u0451\u043f\u043b\u044b\u0439"", ""\u0442\u043e"", ""\u0447\u0442\u043e"", ""!""]",2024-10-07,5,0,0
18,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u0442\u0451\u043f\u043b\u044b\u0439""]",2024-10-07,5,0,0
19,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u0442\u0451\u043f\u043b\u044b\u0439"", ""\u043a\u0443\u0440\u0442\u043e\u0447\u043a\u0430""]",2024-10-07,5,0,0
20,"[""\u043e\u0444\u0438\u0433\u0435\u043d\u043d\u044b\u0439"", ""!"", ""\u043d\u0435"", ""\u0445\u043e\u043b\u043e\u0434\u043d\u044b\u0439"", ""\u043e\u0441\u0435\u043d\u043d\u0438\u0439"", ""\u043f\u043e\u0433\u043e\u0434\u0430"", ""\u0441\u0430\u043c\u044b\u0439"", ""\u0442\u043e"", ""!"", ""\u043f\u043e\u043f\u0430\u0441\u0442\u044c"", ""\u043e\u043d\u0430"", ""\u0434\u043e\u0436\u0434\u044c-\u0438\u0447"", ""\u043f\u0440\u043e\u043c\u043e\u043a\u043d\u0443\u0442\u044c"", ""\u043d\u0438"", ""\u043a\u0430\u043f\u0435\u043b\u044c\u043a\u0443"", ""!""]",2024-10-06,5,0,0
21,"[""\u043d\u043e\u0440\u043c\u0430""]",2024-10-06,5,0,0
22,"[""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u043b\u0451\u0433\u043a\u0438\u0439"", ""\u0442\u0451\u043f\u043b\u044b\u0439"", ""\u0437\u0438\u043c\u0430""]",2024-10-06,4,0,0
23,"[""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u043f\u043e\u043d\u0440\u0430\u0432\u0438\u0442\u044c\u0441\u044f"", ""\u043f\u043e\u0448\u0438\u0442\u044c""]",2024-10-06,5,0,0
24,"[""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0432\u044b\u0433\u043b\u044f\u0434\u0435\u0442\u044c"", ""\u043e\u0442\u043b\u0438\u0447\u043d\u043e"", ""\u043c\u043e\u0439"", ""52-"", ""54"", ""\u043f\u043e\u0434\u043e\u0439\u0442\u0438"", ""\u0438\u0434\u0435\u0430\u043b\u044c\u043d\u043e"", ""50"", ""\u0440\u0430\u0437\u043c\u0435\u0440"", ""\u043a\u0430\u043a"", ""\u0431\u044b\u0442\u044c"", ""\u0434\u0430\u043b\u044c\u043d\u0435\u0439\u0448\u0438\u0439"", ""\u043f\u043e\u0441\u043c\u043e\u0442\u0440\u0435\u0442\u044c""]",2024-10-06,5,0,0
25,"[""\u043a\u043b\u0430\u0441\u0441\u043d\u044b\u0439"", ""\u043a\u0443\u0440\u0442\u043e\u0447\u043a\u0430"", ""\ud83d\udc4d""]",2024-10-05,5,0,0
26,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u043a\u0443\u0440\u0442\u043e\u0447\u043a\u0430"", ""\u043e\u0447\u0435\u043d\u044c"", ""\u043b\u0451\u0433\u043a\u0438\u0439"", ""\u0443\u0436\u0435"", ""\u043e\u0431\u043d\u043e\u0432\u0438\u0442\u044c"", ""\u043e\u043d\u0430"", ""\u0442\u0435\u043f\u043b\u043e"", ""\u0438"", ""\u0443\u044e\u0442\u043d\u044b\u0439"", ""\u0441\u0432\u043e\u0439"", ""52-\u043e\u0439"", ""\u0432\u0437\u044f\u0442\u044c"", ""50-\u0439"", ""\u0440\u0430\u0437\u043c\u0435\u0440"", ""\u0442\u043e\u043b\u0441\u0442\u044b\u0439"", ""\u0441\u0432\u0438\u0442\u0435\u0440"", ""\u043b\u0435\u0433\u043a\u043e"", ""\u043f\u043e\u0434\u043e\u0434\u0435\u0442\u044c\u0441\u044f""]",2024-10-05,5,1,0
27,"[""\u043d\u0435\u043f\u043b\u043e\u0445\u043e\u0439"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u043d\u0438"", ""\u043a\u0430\u043a\u043e\u0439"", ""\u0437\u0438\u043c\u0430"", ""\u0438"", ""\u0440\u0435\u0447\u044c"", ""\u043d\u0435"", ""\u043e\u0441\u0435\u043d\u044c"", ""\u043d\u0430"", ""\u043f\u043b\u044e\u0441\u043e\u0432\u043e\u0439"", ""\u0442\u0435\u043c\u043f\u0435\u0440\u0430\u0442\u0443\u0440\u0430"", ""\u0442\u043e\u043d\u043a\u0438\u0439"", ""\u043d\u0435"", ""\u043e\u0447\u0435\u043d\u044c"", ""\u0443\u0434\u0430\u0447\u043d\u044b\u0439"", ""\u043d\u0438\u0437"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u043f\u043e\u0441\u0442\u043e\u044f\u043d\u043d\u043e"", ""\u043f\u0440\u0438\u0445\u043e\u0434\u0438\u0442\u044c\u0441\u044f"", ""\u043e\u0434\u0451\u0440\u0433\u0438\u0432\u0430\u0442\u044c"", ""\u0437\u0430\u0434\u0438\u0440\u0430\u0442\u044c\u0441\u044f"", ""\u0441\u0437\u0430\u0434\u0438"", ""\u0443\u0434\u0430\u0447\u043d\u044b\u0439"", ""\u043a\u0430\u043f\u044e\u0448\u043e\u043d"", ""\u0443\u0434\u043e\u0431\u043d\u044b\u0439"", ""\u0438"", ""\u043a\u0440\u0430\u0441\u0438\u0432\u043e"", ""\u0441\u0438\u0434\u0435\u0442\u044c""]",2024-10-05,4,0,0
28,"[""\u0441\u0432\u043e\u0439"", ""52\u0440"", ""\u0432\u0437\u044f\u0442\u044c"", ""50."", ""\u0441\u0432\u043e\u0431\u043e\u0434\u043d\u043e"", ""\u0434\u0436\u0435\u043c\u043f\u0435\u0440"", ""\u043e\u0447\u0435\u043d\u044c"", ""\u0438"", ""\u0442\u0435\u043f\u043b\u043e"", ""\u043d\u0435\u043c\u043d\u043e\u0433\u043e"", ""\u043f\u0440\u0438\u043a\u0440\u044b\u0432\u0430\u0442\u044c"", ""\u043f\u043e\u043f"", ""\u0440\u0435\u043a\u043e\u043c\u0435\u043d\u0434\u043e\u0432\u0430\u0442\u044c"", ""\u0441\u043f\u0430\u0441\u0438\u0431\u043e"", ""\u043f\u0440\u043e\u0434\u0430\u0432\u0435\u0446""]",2024-10-04,5,0,0
29,"[""\u043e\u0444\u0438\u0433\u0435\u043d\u043d\u044b\u0439"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""!"", ""\u0432\u0437\u044f\u0442\u044c"", ""\u0440\u0430\u0437\u043c\u0435\u0440"", ""\u043c\u043e\u0439"", ""\u0441\u0430\u043c"", ""\u0434\u0435\u043b\u043e"", ""\u0441\u043f\u0435\u0446\u0438\u0430\u043b\u044c\u043d\u043e"", ""\u043f\u043e\u0434\u0434\u0435\u0442\u044c"", ""\u0447\u0442\u043e-\u043d\u0438\u0431\u0443\u0434\u044c"", ""\u0432\u043d\u0438\u0437"", ""\u044d\u0442\u043e"", ""\u0431\u044b\u0442\u044c"", ""\u043d\u0435\u043e\u0431\u044f\u0437\u0430\u0442\u0435\u043b\u044c\u043d\u043e"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0438"", ""\u043c\u043e\u0439"", ""\u0440\u0430\u0437\u043c\u0435\u0440"", ""\u043f\u043e\u0437\u0432\u043e\u043b\u0438\u0442\u044c"", ""\u0431\u044b"", ""\u0434\u0443\u043c\u0430\u0442\u044c"", ""\u0447\u0442\u043e-\u0442\u043e"", ""\u043f\u043e\u0434\u0434\u0435\u0442\u044c"", ""\u0432\u043d\u0438\u0437"", ""\u043a\u0430\u0440\u043c\u0430\u0448\u0435\u043a"", ""\u043a\u0430\u043a"", ""\u043b\u044e\u0431\u0438\u0442\u044c""]",2024-10-04,5,0,0
30,"[""\u043e\u0442\u043b\u0438\u0447\u043d\u044b\u0439"", ""\u043a\u0443\u0440\u0442\u043e\u0447\u043a\u0430"", ""!"", ""!"", ""!"", ""\u0438"", ""\u0446\u0432\u0435\u0442"", ""\u043f\u0440\u0438\u044f\u0442\u043d\u044b\u0439"", ""\u0438"", ""\u0444\u0430\u0441\u043e\u043d"", ""\u0443\u0434\u0430\u0447\u043d\u044b\u0439"", ""!"", ""\u043a\u0430\u0447\u0435\u0441\u0442\u0432\u043e"", ""-"", ""\u0441\u0443\u043f\u0435\u0440"", ""!"", ""\u0441\u043f\u0430\u0441\u0438\u0431\u043e"", ""\u043f\u0440\u043e\u0434\u0430\u0432\u0435\u0446"", ""!""]",2024-10-04,5,0,0
31,"[""\u043e\u0442\u043b\u0438\u0447\u043d\u043e"", ""\u0446\u0432\u0435\u0442"", ""\u043d\u0435\u0431\u0435\u0441\u043d\u044b\u0439"", ""\u0437\u0430\u043a\u0430\u0437\u0430\u0442\u044c"", ""\u043d\u0435"", ""\u0440\u0430\u0437\u043c\u0435\u0440""]",2024-10-04,5,0,0
32,"[""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0441\u0438\u0434\u0435\u0442\u044c"", ""\u0444\u0438\u0433\u0443\u0440\u0430"", ""\u043e\u0442\u043b\u0438\u0447\u043d\u043e"", ""\u044050"", ""\u043e\u0442\u043b\u0438\u0447\u043d\u043e"", ""\u043f\u043e\u0434\u043e\u0439\u0442\u0438"", ""\u0440\u0430\u0441\u0442\u0438"", ""54"", ""\u0441\u0442\u0438\u043b\u044c\u043d\u044b\u0439"", ""\u0442\u0451\u043f\u043b\u044b\u0439"", ""\u043f\u043e\u0441\u043c\u043e\u0442\u0440\u0435\u0442\u044c"", ""\u043a\u0430\u043a"", ""\u0431\u044b\u0442\u044c"", ""\u043d\u043e\u0441\u043a\u0430""]",2024-10-04,5,0,0
33,"[""\u0446\u0432\u0435\u0442"", ""\u0444\u043e\u0442\u043e"", ""\u043d\u0435"", ""\u043f\u0435\u0440\u0435\u0434\u0430\u0432\u0430\u0442\u044c"", ""\u043d\u0430\u0441\u0442\u043e\u044f\u0449\u0438\u0439"", ""\u0446\u0432\u0435\u0442"", ""\u043e\u0447\u0435\u043d\u044c"", ""\u043d\u0435\u0436\u043d\u044b\u0439"", ""\u0438"", ""\u043a\u0440\u0430\u0441\u0438\u0432\u044b\u0439"", ""\u0442\u043a\u0430\u043d\u044c"", ""\u043b\u0451\u0433\u043a\u0438\u0439"", ""\u0438"", ""\u043f\u0440\u0438\u044f\u0442\u043d\u044b\u0439"", ""\u043f\u043e\u0434\u043e\u0439\u0442\u0438"", ""\u043e\u0441\u0435\u043d\u044c"", ""\u0438"", ""\u0442\u0451\u043f\u043b\u044b\u0439"", ""\u0437\u0438\u043c\u0430""]",2024-10-03,5,1,0
34,"[""\u043e\u0442\u043b\u0438\u0447\u043d\u043e""]",2024-10-03,5,0,0
35,"[""\u0442\u043a\u0430\u043d\u044c"", ""\u043f\u0440\u0438\u044f\u0442\u043d\u0430\u044f.\u0444\u0430\u0441\u043e\u043d"", ""\u0442\u043e"", ""\u0447\u0442\u043e""]",2024-10-03,5,0,0
36,"[""\u043e\u0447\u0435\u043d\u044c"", ""\u043a\u0440\u0430\u0441\u0438\u0432\u044b\u0439"", ""\u0433\u043e\u043b\u0443\u0431\u043e\u0439"", ""\u0446\u0432\u0435\u0442"", ""\u043a\u0430\u044f\u0435\u0441\u0442\u0432\u0435\u043d\u043d\u044b\u0439"", ""\u0438"", ""\u0430\u043a\u043a\u0443\u0440\u0430\u0442\u043d\u044b\u0439"", ""\u043f\u043e\u0448\u0438\u0432"", ""\u0440\u0435\u043a\u043e\u043c\u0435\u043d\u0434\u043e\u0432\u0430\u0442\u044c""]",2024-10-03,5,0,0
37,"[""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0432\u0438\u0434"", ""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u043a\u0430\u0447\u0435\u0441\u0442\u0432\u043e"", ""\u0442\u043e\u043b\u044c\u043a\u043e"", ""\u043d\u0430\u043f\u043e\u043b\u043d\u0438\u0442\u0435\u043b\u044c"", ""\u0441\u043f\u0443\u0441\u043a\u0430\u0442\u044c\u0441\u044f"", ""\u0432\u043d\u0438\u0437"", ""\u0438"", ""\u043e\u0441\u0442\u0430\u0432\u0430\u0442\u044c\u0441\u044f"", ""\u043f\u0443\u0441\u0442\u043e\u0439"", ""\u043f\u0440\u043e\u0441\u0442\u0440\u0430\u043d\u0441\u0442\u0432\u043e"", ""\u043d\u0435"", ""\u0437\u043d\u0430\u0442\u044c"", ""\u043a\u0430\u043a"", ""\u0431\u044b\u0442\u044c"", ""\u043d\u043e\u0441\u043a\u0430""]",2024-10-03,5,0,0
38,"[""\u0432\u0435\u0449\u044c"", ""\u043a\u043e\u0442\u043e\u0440\u044b\u0439"", ""\u0432\u043b\u044e\u0431\u043b\u044f\u0442\u044c\u0441\u044f"", ""\u043f\u0435\u0440\u0432\u044b\u0439"", ""\u0432\u0437\u0433\u043b\u044f\u0434"", ""\u0441\u0430\u043c\u044b\u0439"", ""\u0441\u043b\u0443\u0447\u0430\u0439"", ""\u043e\u0447\u0435\u043d\u044c"", ""\u043f\u0435\u0440\u0435\u0436\u0438\u0432\u0430\u0442\u044c"", ""\u0447\u0442\u043e"", ""\u043d\u0435"", ""\u0441\u0435\u0441\u0442\u044c"", ""\u043c\u043e\u0439"", ""\u0442\u0443\u0448\u0438\u0442\u044c"", ""\u0441\u043c\u043e\u0442\u0440\u0435\u0442\u044c\u0441\u044f"", ""\u043e\u0442\u043b\u0438\u0447\u043d\u043e"", ""\u0437\u0438\u043c\u0430"", ""\u043d\u0435"", ""\u043f\u043e\u0434\u043e\u0439\u0442\u0438"", ""\u043e\u0441\u0435\u043d\u044c"", ""\u0438"", ""\u0432\u0435\u0441\u043d\u0430"", ""-"", ""\u0441\u0430\u043c\u044b\u0439"", ""\u0442\u043e"", ""\u0440\u0430\u0437\u043c\u0435\u0440"", ""\u0441\u043e\u043e\u0442\u0432\u0435\u0442\u0441\u0442\u0432\u043e\u0432\u0430\u0442\u044c"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0441\u0443\u043f\u0435\u0440\u0441\u043a\u0430\u0439"", ""\u0441\u043b\u043e\u0432\u043e"", ""\u0441\u043c\u043e\u0442\u0440\u0435\u0442\u044c\u0441\u044f"", ""\u043e\u0442\u043b\u0438\u0447\u043d\u043e"", ""\u043a\u0430\u043a"", ""\u0434\u0436\u0438\u043d\u0441\u044b"", ""\u0442\u0430\u043a"", ""\u0438"", ""\u0441\u043f\u043e\u0440\u0442\u0438\u0432\u043d\u044b\u0439"", ""\u0448\u0442\u0430\u043d\u044b"", ""\u043f\u043e\u0441\u0430\u0434\u043a\u0430"", ""\u0432\u0438\u0434\u043d\u043e"", "","", ""\u0447\u0442\u043e"", ""\u044d\u0442\u043e"", ""\u043d\u0435"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0431\u043e\u043b\u044c\u0448\u0438\u0439"", ""..."", ""\u0447\u0438\u0442\u0430\u0442\u044c"", ""\u043f\u043e\u043b\u043d\u043e\u0441\u0442\u044c\u044e""]",2024-10-04,5,0,0
39,"[""\u0445\u043e\u0440\u043e\u0448\u0438\u0439"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0434\u0435\u043c\u0438\u0441\u0435\u0437\u043e\u043d\u043a\u0430"", ""\u0447\u0435\u0441\u0442\u043d\u043e"", ""\u0433\u043e\u0432\u043e\u0440\u0438\u0442\u044c"", ""\u0434\u043b\u044f"", ""3200"", ""-\u0434\u043e\u0440\u043e\u0433\u043e\u0432\u0430\u0442\u044b\u0439"", "".\u0437\u0430\u0431\u0440\u0430\u043b\u043e"", ""\u0442\u0430\u043a"", ""\u043a\u0430\u043a"", ""\u0432\u0440\u0435\u043c\u044f"", ""\u0438\u0441\u043a\u0430\u0442\u044c"", ""\u043d\u0435"", ""\u043d\u0443\u0436\u043d\u044b\u0439"", ""\u0441\u0440\u043e\u0447\u043d\u043e"", ""\u0431\u0440\u0430\u0442\u044c"", ""\u0441\u0432\u043e\u0439"", ""\u0441\u043b\u043e\u0432\u043e"", ""\u043d\u0430\u0437\u0430\u0434"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0441\u0442\u043e\u0438\u0442\u044c"", ""\u0441\u0432\u043e\u0439"", ""\u0434\u0435\u043d\u044c\u0433\u0430"", ""!"", ""\u043b\u0451\u0433\u043a\u0438\u0439"", ""\u0441\u0442\u0438\u043b\u044c\u043d\u044b\u0439"", ""\u043a\u0430\u0447\u0435\u0441\u0442\u0432\u0435\u043d\u043d\u044b\u0439"", ""-"", ""\u043b\u0438\u0448\u043d\u0438\u0439""]",2024-10-09,5,1,0
40,"[""\u043a\u043b\u0430\u0441\u0441\u043d\u044b\u0439"", ""\u043a\u0443\u0440\u0442\u043a\u0430"", ""\u0432\u0442\u043e\u0440\u043e\u0439"", ""\u0441\u0435\u0437\u043e\u043d"", ""\u043d\u043e\u0441\u0438\u0442\u044c"", ""\u043d\u0430\u0440\u0435\u043a\u0430\u043d\u0438\u0435"", ""\u043d\u0435\u0442""]",2024-10-02,5,1,0
41,"[""\u043e\u0447\u0435\u043d\u044c"", ""\u043b\u0451\u0433\u043a\u0438\u0439"", ""\u0443\u0434\u043e\u0431\u043d\u044b\u0439""]",2024-10-02,5,0,0
42,"[""\u043e\u0442\u043b\u0438\u0447\u043d\u044b\u0439"", ""\u0442\u0451\u043f\u043b\u044b\u0439"", ""\u043b\u0451\u0433\u043a\u0438\u0439"", ""\u0446\u0432\u0435\u0442"", ""\u0438"", ""\u0440\u0430\u0437\u043c\u0435\u0440"", ""\u0441\u043e\u043e\u0442\u0432\u0435\u0442\u0441\u0442\u0432\u043e\u0432\u0430\u0442\u044c""]",2024-10-01,5,0,0
43,"[""\u0432\u0437\u044f\u0442\u044c"", ""\u0440\u0430\u0437\u043c\u0435\u0440"", ""\u043c\u0430\u043b\u0435\u043d\u044c\u043a\u0438\u0439"", ""\u0438"", ""\u0432\u0441\u0451"", ""\u043e\u0442\u043b\u0438\u0447\u043d\u043e""]",2024-10-01,5,0,0
